date,customerID,productID,payment,amount
2017-02-22,48713,17731,paypal,2
2017-02-03,92806,26358,cash,2
2017-07-19,33752,54910,cash,1
2017-02-24,37866,17731,paypal,3
2017-12-04,7266,75775,credit card,2
2017-11-27,83583,85156,credit card,3
2017-08-26,59310,39369,credit card,2
2017-03-08,92882,15918,paypal,3
2017-03-01,26008,32128,paypal,2
2017-06-15,59310,60230,credit card,2
2017-08-30,69578,34719,paypal,3
2017-06-28,44468,18233,credit card,2
2017-10-01,69578,44726,cash,3
2017-02-08,12307,87212,credit card,2
2017-07-06,69578,87000,cash,3
2017-11-11,72885,9947,credit card,3
2017-07-03,78246,39369,cash,3
2017-12-03,54910,55596,paypal,1
2017-09-04,63190,81165,paypal,1
2017-07-14,41822,22538,credit card,2
2017-09-06,56842,27410,cash,1
2017-04-10,17415,29656,credit card,1
2017-09-04,6543,10130,credit card,1
2017-01-19,39751,18233,paypal,3
2017-01-27,84115,85702,cash,3
2017-06-07,23090,28088,paypal,2
2017-03-28,33100,29656,paypal,2
2017-02-01,28092,32128,paypal,3
2017-10-03,15149,14289,paypal,2
2017-03-20,79200,64983,cash,3
2017-02-10,81020,72230,paypal,1
2017-03-18,38076,27188,paypal,3
2017-12-30,10857,34413,paypal,1
2017-06-01,57762,38582,paypal,3
2017-10-22,92556,15918,cash,3
2017-10-05,57762,60974,credit card,3
2017-04-08,92252,39548,cash,2
2017-04-26,92411,85931,paypal,1
2017-08-28,92579,50304,paypal,3
2017-09-10,75092,78483,paypal,3
2017-07-30,89220,34082,credit card,3
2017-11-16,81337,16105,cash,2
2017-02-21,97755,14289,cash,1
2017-08-06,15769,35165,credit card,1
2017-09-14,30596,32310,credit card,3
2017-02-17,99450,9456,credit card,2
2017-07-31,60392,8081,paypal,2
2017-11-05,76688,16224,cash,3
2017-09-27,93576,54910,cash,1
2017-02-10,12636,60230,paypal,2
2017-01-28,84839,34719,cash,3
2017-05-06,43613,16224,credit card,2
2017-10-18,51385,19920,paypal,2
2017-06-16,39935,27188,paypal,2
2017-12-19,70252,18233,credit card,3
2017-10-30,55415,81165,credit card,1
2017-02-02,76025,79271,paypal,2
2017-10-04,4733,13013,paypal,3
2017-05-22,95029,93187,credit card,2
2017-06-03,13544,51943,credit card,3
2017-08-22,32056,27410,credit card,2
2017-12-06,39322,14099,credit card,3
2017-03-08,92579,27188,paypal,1
2017-08-21,17083,27188,paypal,2
2017-05-13,81638,85702,credit card,2
2017-10-13,62729,27044,credit card,1
2017-03-24,88618,25031,credit card,2
2017-09-22,87367,29552,cash,3
2017-10-10,26694,91230,cash,3
2017-09-24,64350,89266,paypal,1
2017-02-14,1814,15915,paypal,1
2017-02-12,52937,82560,cash,1
2017-06-28,76688,8632,credit card,3
2017-09-26,50789,89266,cash,2
2017-05-30,32769,9456,paypal,2
2017-08-03,80844,34413,cash,1
2017-08-06,34499,25031,paypal,3
2017-02-26,26276,25031,paypal,2
2017-10-24,7901,24221,cash,3
2017-04-14,83882,27044,paypal,2
2017-03-28,44531,27410,paypal,3
2017-07-12,48769,55593,credit card,1
2017-04-20,74834,32738,paypal,1
2017-01-04,52115,27044,credit card,3
2017-10-23,32056,47613,credit card,3
2017-08-14,24221,11138,cash,2
2017-10-11,91792,93187,paypal,3
2017-09-07,51447,44726,paypal,1
2017-07-01,73955,96506,paypal,2
2017-12-31,24857,85156,credit card,2
2017-07-23,97708,14289,credit card,2
2017-06-23,64039,14099,paypal,3
2017-06-15,5795,32310,paypal,3
2017-01-24,74834,25426,cash,1
2017-10-29,49887,15915,cash,3
2017-02-21,9520,2002,cash,2
2017-02-21,51374,27188,paypal,2
2017-08-25,41174,88698,cash,3
2017-05-20,47751,96506,credit card,2
2017-02-12,92556,34082,paypal,1
2017-11-08,36705,48174,cash,1
2017-04-18,91370,19920,cash,1
2017-02-12,97075,85931,cash,1
2017-12-27,30094,27578,cash,3
2017-07-29,68328,81136,credit card,3
2017-12-13,32056,25031,cash,3
2017-12-13,62455,9785,cash,2
2017-04-14,92387,50304,cash,2
2017-12-02,37347,57590,credit card,3
2017-09-10,71221,43107,paypal,3
2017-02-18,81160,27044,cash,2
2017-11-11,89900,85931,paypal,1
2017-07-02,6383,85931,paypal,3
2017-03-11,6709,99445,credit card,1
2017-01-20,3802,51943,paypal,2
2017-02-08,10857,14099,cash,1
2017-09-04,29892,10130,credit card,2
2017-10-14,78246,96001,credit card,1
2017-04-03,91370,39369,cash,1
2017-01-15,85027,99445,cash,1
2017-02-19,55742,55596,paypal,2
2017-03-28,56078,78934,paypal,2
2017-01-10,84186,40784,cash,3
2017-09-26,64039,8403,credit card,3
2017-01-23,90231,22538,credit card,2
2017-03-15,35044,16105,credit card,2
2017-06-25,34875,82560,cash,3
2017-04-15,86364,72230,credit card,3
2017-01-16,89900,42819,cash,3
2017-06-28,13544,76290,paypal,1
2017-02-03,13608,14289,cash,2
2017-07-24,43613,27578,paypal,1
2017-05-09,1996,32310,paypal,1
2017-03-26,63349,17731,credit card,2
2017-08-10,5094,10130,paypal,1
2017-04-04,80844,85931,paypal,3
2017-08-29,52254,19920,paypal,3
2017-03-19,20325,81136,cash,3
2017-03-02,78762,8632,paypal,3
2017-09-07,93017,27578,credit card,1
2017-12-20,2065,19920,paypal,1
2017-01-03,38523,51943,paypal,2
2017-11-30,29389,99445,cash,3
2017-11-23,51203,75775,cash,1
2017-01-26,47133,19920,paypal,2
2017-08-07,29090,14289,credit card,3
2017-08-18,15388,96506,credit card,1
2017-12-28,39151,96506,paypal,2
2017-10-14,8524,48174,paypal,1
2017-06-07,42137,15915,credit card,3
2017-05-30,79215,15918,cash,2
2017-04-15,15477,17731,credit card,1
2017-08-20,43967,91230,cash,3
2017-04-10,41521,39548,paypal,1
2017-09-09,27784,43107,cash,2
2017-10-09,19296,9947,cash,3
2017-12-16,16996,8403,paypal,3
2017-09-29,15844,18541,cash,2
2017-11-13,34081,27410,paypal,2
2017-08-22,69065,41910,cash,3
2017-03-17,57606,43107,paypal,2
2017-06-25,30750,75593,paypal,1
2017-06-08,29909,89266,cash,2
2017-06-15,15689,79271,credit card,2
2017-09-23,70215,81136,paypal,2
2017-01-29,19504,75775,paypal,3
2017-10-09,4733,70159,paypal,2
2017-01-27,45057,43107,cash,1
2017-04-15,13582,8403,cash,2
2017-10-17,44522,87212,credit card,2
2017-08-13,24021,27044,credit card,1
2017-04-09,69946,78483,cash,3
2017-06-24,39751,44726,credit card,2
2017-07-28,90383,72230,cash,2
2017-07-03,57762,57590,paypal,1
2017-06-16,74834,72114,credit card,2
2017-04-11,29260,13013,paypal,1
2017-05-17,85419,85931,paypal,1
2017-11-18,70448,34187,cash,1
2017-04-05,11337,72114,cash,3
2017-04-12,24218,62077,cash,2
2017-01-04,56074,39369,cash,1
2017-03-22,67477,72114,credit card,1
2017-03-04,13614,82560,cash,3
2017-07-05,86275,22826,paypal,2
2017-08-11,73955,53216,credit card,1
2017-12-08,15769,8632,credit card,1
2017-09-02,92806,22826,cash,3
2017-09-02,39188,50304,paypal,3
2017-06-16,19284,79954,cash,3
2017-03-12,11643,28440,paypal,3
2017-12-23,86965,86064,cash,1
2017-01-01,28025,37269,credit card,1
2017-08-14,29909,9785,paypal,2
2017-03-30,73985,32128,cash,1
2017-06-18,8524,91230,cash,1
2017-11-16,31767,88744,cash,3
2017-05-09,92782,60974,cash,1
2017-07-10,68555,9947,paypal,2
2017-02-26,90007,78934,paypal,3
2017-07-25,76025,34082,paypal,2
2017-08-23,70252,34082,paypal,1
2017-01-12,23857,64983,credit card,2
2017-08-05,1996,14289,credit card,2
2017-10-31,81289,89266,credit card,2
2017-09-24,40196,70159,cash,3
2017-08-22,2580,24221,cash,3
2017-12-30,56379,25031,paypal,1
2017-01-13,10857,7234,cash,3
2017-09-07,21997,48174,paypal,2
2017-08-27,59310,85156,credit card,2
2017-01-29,13024,86205,credit card,2
2017-05-11,39151,8632,credit card,1
2017-07-30,81690,9785,paypal,2
2017-07-05,66992,38582,credit card,2
2017-04-11,2719,10130,credit card,2
2017-07-28,41174,25031,paypal,1
2017-07-14,42994,79954,paypal,3
2017-07-14,1125,9947,paypal,3
2017-10-12,33752,76290,cash,1
2017-11-27,28092,14099,cash,3
2017-04-15,29260,9072,cash,3
2017-06-04,85419,27578,paypal,1
2017-08-07,33163,65762,credit card,2
2017-06-23,35438,15918,paypal,3
2017-10-24,31647,62077,paypal,3
2017-03-01,15844,34719,cash,1
2017-04-30,35434,9947,cash,3
2017-11-22,58443,9947,paypal,1
2017-09-07,71221,86205,credit card,2
2017-10-13,48544,15847,cash,2
2017-04-08,24857,43446,paypal,1
2017-03-06,6945,15918,cash,2
2017-12-08,15791,76290,credit card,1
2017-02-06,64696,86205,cash,3
2017-08-19,95031,39369,paypal,3
2017-06-06,57762,16105,cash,2
2017-08-01,45059,70159,cash,1
2017-10-17,4965,22826,paypal,2
2017-05-25,53396,28088,cash,3
2017-12-25,83583,61070,cash,3
2017-02-10,69281,65762,paypal,1
2017-01-09,96741,27044,paypal,3
2017-12-03,22545,79271,credit card,3
2017-05-25,29389,88744,paypal,3
2017-06-05,23210,15918,cash,2
2017-01-06,33432,55596,paypal,3
2017-09-19,20221,51943,paypal,1
2017-05-12,15477,28440,cash,2
2017-08-20,79707,50304,paypal,1
2017-05-26,35438,2002,cash,1
2017-11-07,40068,15918,paypal,1
2017-06-30,43932,34719,paypal,1
2017-05-08,38985,10130,cash,1
2017-06-19,40068,28088,credit card,1
2017-05-01,10074,89266,cash,1
2017-02-06,89339,39369,cash,2
2017-08-19,23857,64983,cash,1
2017-12-27,18802,34187,credit card,2
2017-06-25,24207,61070,cash,1
2017-04-04,85471,51943,credit card,2
2017-03-31,56379,55596,credit card,2
2017-08-03,45032,81165,paypal,1
2017-06-14,80351,55596,credit card,3
2017-11-03,26120,26358,credit card,2
2017-12-19,31647,57590,paypal,1
2017-10-28,16326,15918,cash,2
2017-05-21,9372,91230,credit card,3
2017-06-01,79896,64983,credit card,3
2017-10-18,97036,47613,paypal,3
2017-07-14,3516,17731,paypal,2
2017-08-21,45175,32310,paypal,1
2017-07-11,10857,34082,paypal,3
2017-01-22,76967,39369,credit card,2
2017-02-25,15219,96001,credit card,1
2017-06-26,88404,38582,cash,1
2017-09-16,85471,88744,paypal,1
2017-05-10,70252,37269,credit card,2
2017-01-14,7872,27410,paypal,2
2017-01-17,40747,79954,paypal,3
2017-06-29,4682,16224,cash,1
2017-06-28,16326,39548,paypal,2
2017-06-16,9999,85931,credit card,1
2017-12-05,19308,15918,cash,2
2017-01-03,4698,35165,paypal,3
2017-08-31,80542,17731,paypal,2
2017-06-09,17839,8403,cash,3
2017-12-11,6073,34082,cash,1
2017-06-27,38985,32128,paypal,3
2017-03-30,37932,9072,paypal,3
2017-06-15,25229,32310,paypal,2
2017-05-19,3415,27578,cash,2
2017-05-28,15149,22826,credit card,3
2017-10-31,69635,53216,credit card,3
2017-11-08,52575,72230,credit card,2
2017-07-29,46745,29656,paypal,1
2017-11-14,79567,25031,cash,3
2017-03-12,44468,72114,cash,3
2017-11-18,77871,17731,paypal,3
2017-08-21,4733,85156,cash,1
2017-07-25,12307,43107,credit card,2
2017-02-14,46557,79271,paypal,1
2017-08-11,13608,64983,credit card,3
2017-12-06,15477,35165,credit card,3
2017-01-06,55742,24221,paypal,3
2017-09-24,1996,11138,credit card,2
2017-06-21,83815,88744,paypal,1
2017-10-03,80351,76290,credit card,1
2017-10-21,17695,11138,credit card,1
2017-06-18,63616,40784,credit card,3
2017-11-08,99450,91230,cash,1
2017-06-26,81633,2002,paypal,3
2017-10-28,45032,72114,credit card,2
2017-07-09,88364,61070,credit card,1
2017-05-26,20974,2002,credit card,1
2017-06-21,92252,89266,paypal,3
2017-11-16,35010,89266,paypal,1
2017-10-22,66759,61070,cash,3
2017-09-04,75696,13013,credit card,2
2017-09-05,41174,27188,cash,3
2017-09-06,63906,47613,credit card,3
2017-10-15,51979,53216,paypal,2
2017-12-19,92579,85931,credit card,3
2017-09-11,55415,14099,credit card,2
2017-04-01,12211,32738,credit card,1
2017-09-02,73660,28440,cash,1
2017-02-19,28092,8081,cash,3
2017-12-08,22015,27044,credit card,3
2017-03-03,44953,28088,credit card,2
2017-02-28,13582,86064,paypal,3
2017-01-15,24207,35165,cash,3
2017-05-25,35799,81165,credit card,2
2017-06-15,9372,17731,paypal,3
2017-01-01,85997,88698,paypal,3
2017-03-26,69946,88698,paypal,2
2017-12-01,35173,55596,credit card,3
2017-10-14,42191,78934,paypal,1
2017-03-04,45175,47613,cash,2
2017-03-29,45885,78934,credit card,1
2017-08-29,91370,79954,paypal,1
2017-04-14,35438,65762,cash,1
2017-06-20,8554,13013,cash,1
2017-01-04,95963,8632,cash,1
2017-11-21,93142,88698,cash,2
2017-10-01,95556,44726,cash,1
2017-07-27,93156,38582,paypal,3
2017-02-12,25933,8632,credit card,1
2017-07-22,30458,32738,credit card,2
2017-12-25,34499,81136,paypal,3
2017-02-27,96741,16224,credit card,1
2017-01-03,39322,70159,credit card,1
2017-06-25,67830,25426,cash,3
2017-03-24,74970,38582,cash,2
2017-06-02,81633,22826,credit card,2
2017-05-27,12254,40784,paypal,1
2017-02-25,6709,55596,credit card,2
2017-02-11,95556,38582,credit card,2
2017-03-31,59310,24221,paypal,1
2017-12-24,91198,82560,credit card,3
2017-12-09,45033,28088,paypal,2
2017-06-30,23090,38582,cash,2
2017-12-16,15689,27578,paypal,2
2017-03-26,95556,34082,cash,2
2017-07-19,40223,14099,paypal,2
2017-04-23,29894,55596,cash,2
2017-06-26,45059,18541,cash,3
2017-03-19,86957,34187,cash,2
2017-07-09,14372,82560,cash,2
2017-10-19,89871,54910,paypal,2
2017-10-01,59515,19920,cash,3
2017-09-05,18802,78483,paypal,1
2017-06-13,16996,18541,credit card,1
2017-10-21,74834,28440,credit card,1
2017-02-28,99138,29656,credit card,2
2017-09-17,46973,43107,paypal,3
2017-04-07,25933,14289,cash,2
2017-08-29,24715,43446,paypal,2
2017-03-20,40847,19920,cash,2
2017-07-16,25984,39369,credit card,3
2017-03-30,92882,22538,cash,2
2017-09-09,56379,27578,cash,2
2017-03-02,83815,11138,cash,3
2017-02-15,82543,27410,paypal,2
2017-07-01,63692,55593,paypal,3
2017-08-25,21581,15918,credit card,2
2017-08-16,19284,61070,paypal,1
2017-10-10,64696,48174,credit card,1
2017-12-19,29168,87000,paypal,3
2017-01-30,35777,99445,paypal,2
2017-07-31,94146,15915,cash,3
2017-02-09,43431,48174,credit card,1
2017-06-28,53830,17731,cash,2
2017-09-15,67570,96506,paypal,2
2017-03-30,81158,35165,credit card,3
2017-08-01,94391,25031,credit card,1
2017-07-24,94843,75593,paypal,1
2017-02-01,59690,87000,cash,2
2017-12-08,17358,91230,cash,3
2017-06-14,24205,72230,cash,2
2017-06-22,32754,64983,paypal,1
2017-10-20,43722,15918,credit card,3
2017-03-07,35461,28088,credit card,3
2017-09-08,56074,38582,paypal,2
2017-03-19,8662,78483,cash,1
2017-11-23,47520,75593,credit card,2
2017-02-21,83043,16224,paypal,2
2017-08-09,76967,43107,credit card,2
2017-09-20,65904,28088,cash,2
2017-01-25,48460,9947,paypal,1
2017-01-27,99042,93187,paypal,3
2017-09-18,40068,75593,cash,2
2017-07-23,53334,8632,credit card,3
2017-04-06,76025,16224,cash,3
2017-04-03,92909,14289,paypal,2
2017-02-24,76822,11138,credit card,2
2017-10-31,14372,64983,credit card,2
2017-07-15,56078,32128,cash,3
2017-08-08,56375,88698,paypal,2
2017-08-23,25913,14289,paypal,1
2017-06-02,51979,14289,cash,2
2017-04-29,15156,70159,credit card,2
2017-12-16,24715,85702,credit card,3
2017-04-04,4682,54910,credit card,2
2017-03-09,12636,9456,paypal,3
2017-10-11,49480,91230,credit card,3
2017-01-10,31647,15847,credit card,2
2017-11-18,60967,82560,cash,1
2017-05-13,23210,22826,paypal,3
2017-11-20,99247,18233,paypal,2
2017-03-05,81633,27044,credit card,2
2017-04-27,97218,8081,cash,1
2017-05-25,31188,28440,cash,3
2017-01-18,15844,7234,cash,3
2017-06-25,47520,15847,credit card,2
2017-07-15,53904,14289,credit card,2
2017-08-05,49746,43446,cash,2
2017-04-02,30018,39548,credit card,1
2017-08-06,26008,88744,paypal,1
2017-04-28,25229,85702,cash,1
2017-05-31,58443,88744,paypal,3
2017-05-11,80844,42819,cash,3
2017-10-28,89900,25031,paypal,3
2017-09-05,17715,15918,credit card,1
2017-05-22,94146,15915,credit card,2
2017-10-10,23090,60230,cash,2
2017-03-29,77699,14099,paypal,3
2017-04-05,54569,11138,credit card,3
2017-09-22,63467,24221,paypal,3
2017-09-20,70991,32738,credit card,1
2017-01-18,59310,15918,credit card,2
2017-12-24,37866,43446,paypal,2
2017-02-04,79215,13013,credit card,2
2017-01-13,99501,86064,cash,2
2017-01-07,71651,10130,paypal,2
2017-09-27,98388,87212,cash,2
2017-05-09,66759,18233,cash,1
2017-12-27,8874,13013,cash,3
2017-08-17,65695,57590,paypal,1
2017-01-18,4722,19920,paypal,3
2017-04-28,78795,57590,credit card,2
2017-12-10,31160,42819,credit card,1
2017-03-24,18305,28088,paypal,2
2017-08-08,85091,43446,paypal,2
2017-09-01,69141,7234,cash,3
2017-01-09,37265,79954,paypal,1
2017-05-04,45059,53216,paypal,1
2017-08-28,13304,34187,cash,3
2017-01-06,75570,54910,credit card,3
2017-02-26,35586,54910,cash,2
2017-09-19,85997,34719,cash,1
2017-03-20,51203,85156,cash,2
2017-08-10,20974,82560,credit card,1
2017-10-15,23243,65762,paypal,2
2017-02-01,93142,14099,credit card,2
2017-03-18,69141,22826,paypal,1
2017-07-06,46882,39548,credit card,3
2017-05-07,85419,87212,credit card,3
2017-07-03,19687,87212,cash,3
2017-06-26,40247,9456,credit card,3
2017-09-22,89184,10130,cash,2
2017-06-22,93576,34413,credit card,1
2017-02-04,25229,34413,paypal,1
2017-01-24,27142,9785,credit card,1
2017-01-23,63190,22538,cash,3
2017-07-31,16136,43446,paypal,1
2017-03-27,13544,85702,credit card,3
2017-01-30,79853,10130,credit card,3
2017-05-21,93282,32310,cash,1
2017-03-10,97218,41910,cash,3
2017-03-02,63467,86064,credit card,3
2017-10-03,4698,75775,credit card,1
2017-02-13,13614,48174,cash,2
2017-01-18,25984,96001,cash,1
2017-12-12,55415,79271,credit card,1
2017-05-07,65095,14099,cash,2
2017-02-09,78288,62077,cash,3
2017-10-19,39095,15918,cash,3
2017-03-15,26694,42029,cash,3
2017-11-11,71659,8632,credit card,3
2017-06-27,91292,26358,credit card,3
2017-05-05,40847,28440,paypal,1
2017-09-18,65904,96506,credit card,2
2017-12-20,23090,14289,cash,1
2017-11-27,89339,62077,paypal,2
2017-06-02,3415,16224,credit card,1
2017-01-18,80823,37524,credit card,2
2017-12-14,96741,50304,cash,1
2017-07-11,75696,75775,cash,3
2017-09-01,19504,41910,cash,3
2017-07-14,75631,27578,paypal,1
2017-10-15,51978,82560,credit card,3
2017-06-14,79528,78934,cash,1
2017-08-15,80977,15847,paypal,3
2017-08-25,19699,18541,paypal,1
2017-06-29,7003,7234,credit card,3
2017-10-16,4567,34413,credit card,2
2017-04-15,90007,13013,paypal,1
2017-10-29,52661,34082,cash,2
2017-06-24,24205,76290,cash,1
2017-07-29,30596,28088,paypal,2
2017-04-22,38985,41910,paypal,1
2017-04-06,13582,54910,cash,1
2017-06-20,67477,85702,paypal,3
2017-02-20,5094,34719,credit card,3
2017-06-25,17695,26358,credit card,3
2017-03-19,62608,85702,cash,1
2017-05-31,31521,44726,cash,1
2017-04-04,2580,79271,cash,2
2017-04-12,17695,39369,credit card,2
2017-12-14,12211,87212,paypal,1
2017-08-30,29090,55593,credit card,1
2017-03-08,62416,37524,cash,3
2017-03-10,94003,43107,credit card,3
2017-03-11,26969,34187,credit card,1
2017-12-12,26120,70159,cash,2
2017-04-30,75696,25426,cash,1
2017-08-16,72885,8403,paypal,1
2017-10-25,19699,34719,cash,2
2017-09-22,10710,34187,credit card,2
2017-11-05,31647,65762,credit card,3
2017-03-21,48368,86205,cash,2
2017-06-28,23090,88744,paypal,1
2017-05-31,97755,18233,credit card,1
2017-05-10,86736,37269,paypal,2
2017-12-25,17856,27578,credit card,3
2017-06-06,19504,34413,paypal,2
2017-05-21,67473,34082,paypal,3
2017-06-14,20884,27188,credit card,3
2017-10-28,52073,16105,paypal,1
2017-03-20,92556,79271,paypal,3
2017-07-07,91370,34082,credit card,1
2017-11-05,11643,19920,paypal,2
2017-12-22,20974,85702,cash,3
2017-06-29,93142,22826,credit card,3
2017-09-14,64388,37524,credit card,1
2017-07-04,27453,37269,paypal,2
2017-10-16,94843,38582,paypal,3
2017-09-16,17466,14289,cash,1
2017-11-14,67671,43446,credit card,1
2017-05-12,19296,29552,cash,3
2017-01-28,40847,25426,credit card,1
2017-05-25,81337,28088,paypal,3
2017-04-01,29260,76290,paypal,2
2017-06-02,2719,91230,cash,3
2017-02-26,31188,42029,credit card,1
2017-09-12,81638,88744,cash,3
2017-01-22,6383,24221,paypal,3
2017-01-19,4682,13013,credit card,3
2017-12-05,39151,87212,credit card,2
2017-03-01,64388,9072,paypal,3
2017-09-08,13379,48174,cash,1
2017-10-27,65139,27044,cash,2
2017-04-14,52095,22538,credit card,1
2017-12-12,56379,26358,credit card,3
2017-10-25,45070,26358,credit card,2
2017-10-25,76688,85931,paypal,2
2017-12-06,16298,61070,credit card,3
2017-05-30,19308,85931,cash,2
2017-12-24,52073,89266,paypal,1
2017-08-11,69578,32738,cash,2
2017-10-03,6295,40784,cash,2
2017-12-02,39095,79271,credit card,3
2017-03-19,29809,89266,paypal,1
2017-03-21,13508,32310,credit card,3
2017-04-10,18796,18541,cash,1
2017-07-22,48369,29656,cash,2
2017-02-16,84115,62077,credit card,3
2017-09-17,91650,91230,cash,1
2017-05-26,18582,96001,credit card,2
2017-01-14,5094,85702,credit card,1
2017-05-20,45032,72114,credit card,2
2017-04-10,67178,39369,credit card,1
2017-04-24,57606,22826,paypal,2
2017-04-17,9411,89266,paypal,1
2017-02-10,29894,42029,credit card,1
2017-04-11,68259,27188,paypal,1
2017-01-02,57691,11138,cash,1
2017-06-15,80017,89266,cash,3
2017-11-12,3516,19920,cash,3
2017-02-16,73164,76290,credit card,3
2017-02-13,93156,10130,paypal,3
2017-10-14,63603,87000,paypal,1
2017-11-23,40068,48174,credit card,3
2017-11-10,83782,34413,credit card,3
2017-04-12,62515,43107,cash,2
2017-02-04,81638,9072,credit card,1
2017-08-31,91792,51943,cash,1
2017-08-06,92782,60230,paypal,1
2017-12-23,93282,48174,credit card,3
2017-05-27,40247,27578,cash,1
2017-09-21,71221,87212,paypal,2
2017-01-06,99306,16105,paypal,1
2017-09-18,6709,27188,paypal,1
2017-07-12,35461,44726,cash,1
2017-01-08,17839,42819,cash,1
2017-04-21,31647,81165,credit card,1
2017-10-04,85894,29656,credit card,3
2017-06-19,51978,91230,paypal,3
2017-11-19,14372,43446,paypal,2
2017-03-16,76472,47613,credit card,3
2017-10-11,45057,37524,credit card,2
2017-03-13,17695,16224,cash,3
2017-03-17,97218,87212,paypal,1
2017-07-29,34357,78483,cash,3
2017-11-21,78795,39548,cash,2
2017-09-29,31747,75775,cash,1
2017-11-30,24735,72230,paypal,3
2017-05-06,44479,79954,paypal,1
2017-09-10,64608,53216,cash,1
2017-07-28,3802,51943,credit card,1
2017-10-03,30458,78483,paypal,1
2017-06-22,39188,60974,credit card,2
2017-11-07,6600,11138,paypal,3
2017-05-02,53191,35165,cash,1
2017-02-10,69281,87000,cash,3
2017-10-02,67178,2002,paypal,3
2017-04-10,59690,16105,paypal,1
2017-10-07,70943,42029,cash,2
2017-12-18,38985,17731,paypal,3
2017-04-01,88364,47613,cash,2
2017-11-01,43450,50304,credit card,3
2017-02-06,26969,70159,credit card,2
2017-12-06,84839,81165,cash,3
2017-12-20,33752,88698,cash,3
2017-07-08,85997,39548,paypal,2
2017-07-03,79350,28088,cash,1
2017-04-18,22015,8632,paypal,1
2017-09-27,64292,7234,credit card,2
2017-06-09,39151,34719,paypal,3
2017-07-28,92252,72230,credit card,1
2017-04-20,39248,17731,credit card,1
2017-07-05,85997,26358,paypal,2
2017-01-07,21997,65762,cash,1
2017-08-19,5274,32128,cash,3
2017-06-16,43302,8403,paypal,1
2017-10-12,29260,99445,paypal,1
2017-08-07,57425,42029,credit card,1
2017-01-21,50789,17731,credit card,1
2017-09-20,71202,41910,paypal,1
2017-07-30,52575,15915,credit card,2
2017-02-04,75631,9456,paypal,2
2017-03-12,41822,87000,credit card,3
2017-09-18,13926,86064,credit card,3
2017-01-23,73955,29552,cash,2
2017-07-13,97177,25426,cash,1
2017-12-03,13639,81136,cash,3
2017-09-23,48369,47613,cash,1
2017-04-16,73955,72114,paypal,2
2017-04-09,57868,2002,credit card,3
2017-11-25,83882,86205,cash,1
2017-05-04,99450,51943,cash,1
2017-04-07,3076,55593,credit card,1
2017-09-17,86736,24221,credit card,2
2017-12-25,38985,88744,credit card,2
2017-12-11,52937,64983,credit card,1
2017-08-01,21997,27410,cash,3
2017-04-25,15477,27410,cash,2
2017-12-09,97544,55596,cash,3
2017-01-23,51978,18233,cash,1
2017-06-04,56554,60230,cash,3
2017-10-14,74288,19920,credit card,3
2017-09-28,65695,62077,credit card,1
2017-03-10,37932,34187,cash,1
2017-09-19,20884,79954,credit card,2
2017-03-25,84186,50304,credit card,2
2017-01-08,58797,60230,cash,2
2017-03-31,66759,86064,paypal,3
2017-11-27,24218,37524,cash,1
2017-06-24,75092,40784,credit card,2
2017-03-08,5795,27578,credit card,1
2017-10-18,24857,88698,cash,2
2017-09-08,9372,24221,credit card,3
2017-06-20,28092,14289,paypal,1
2017-03-10,59989,29552,paypal,1
2017-01-02,37265,93187,cash,2
2017-01-14,44468,14289,cash,2
2017-08-05,13926,64983,credit card,3
2017-11-18,99138,27044,credit card,2
2017-11-22,23857,55596,credit card,2
2017-04-18,87539,47613,credit card,3
2017-04-30,57762,16105,cash,1
2017-12-28,46882,72114,cash,3
2017-09-01,99042,34187,credit card,3
2017-04-14,15149,72114,cash,1
2017-08-25,48369,61070,credit card,3
2017-02-02,89871,32738,credit card,2
2017-03-21,69281,15918,cash,1
2017-02-15,15219,57590,cash,3
2017-07-24,75696,61070,credit card,1
2017-03-02,15156,22826,credit card,1
2017-07-02,38985,16105,credit card,1
2017-06-07,42230,96506,credit card,1
2017-01-07,92556,15918,paypal,1
2017-06-27,46822,8403,paypal,1
2017-08-17,45032,14289,cash,3
2017-06-04,27453,15918,paypal,3
2017-04-28,51979,75593,cash,1
2017-05-16,51374,82560,cash,2
2017-11-25,65841,44726,credit card,3
2017-05-27,29227,11138,credit card,2
2017-02-14,40695,54910,cash,1
2017-11-29,32689,2002,paypal,1
2017-02-13,89871,37269,credit card,2
2017-06-05,32359,25426,paypal,3
2017-10-14,68259,42819,credit card,3
2017-09-27,17839,27188,credit card,2
2017-10-23,52254,91230,credit card,3
2017-09-28,69065,42029,paypal,1
2017-04-01,39188,43446,credit card,2
2017-12-13,66721,42819,paypal,3
2017-01-30,44479,89266,credit card,1
2017-10-28,75092,88744,credit card,3
2017-10-26,70252,35165,paypal,3
2017-10-07,73501,55593,cash,2
2017-04-20,86266,86064,cash,2
2017-11-30,55742,17731,cash,1
2017-06-13,59690,51943,credit card,1
2017-07-25,99501,88744,paypal,3
2017-11-25,23090,85156,paypal,2
2017-08-26,29260,15847,cash,1
2017-03-15,6543,32310,credit card,3
2017-12-16,98162,16224,credit card,3
2017-03-21,15844,22538,paypal,1
2017-03-07,56842,16105,paypal,1
2017-02-04,3415,81136,paypal,1
2017-12-31,67494,8081,credit card,2
2017-10-14,58443,43446,cash,3
2017-01-28,39751,54910,credit card,2
2017-10-30,70943,75775,cash,3
