Datum,Kundennummer,Produkt,Zahlungsmethode,Stückzahl
2017-08-29,16701,28440,Kreditkarte,1
2017-07-09,82070,72230,Kreditkarte,2
2017-05-26,75333,86064,Bar,1
2017-03-03,57454,72114,Kreditkarte,2
2017-06-03,13386,75593,Bar,2
2017-08-23,37096,96506,paypal,3
2017-11-10,1981,48174,Kreditkarte,1
2017-06-16,44422,27044,Bar,2
2017-12-16,67759,50304,Bar,3
2017-05-28,66020,85156,paypal,3
2017-06-30,61515,35165,Bar,2
2017-06-29,15464,9785,Bar,2
2017-01-22,80362,72114,Bar,1
2017-10-30,75100,11138,Kreditkarte,2
2017-08-20,92135,86205,Kreditkarte,1
2017-05-25,82696,25031,Bar,1
2017-08-03,37096,37269,Bar,3
2017-09-06,68927,22826,paypal,2
2017-09-19,93266,10130,Bar,1
2017-02-19,44031,39548,paypal,1
2017-09-29,85998,60230,paypal,3
2017-07-27,61896,9072,paypal,1
2017-01-24,40153,53216,paypal,2
2017-07-16,52446,89266,Kreditkarte,2
2017-02-23,20752,34719,Bar,3
2017-08-08,63658,2002,Kreditkarte,3
2017-06-13,49673,11138,paypal,1
2017-12-24,14042,37269,Kreditkarte,3
2017-03-13,37096,27188,Bar,1
2017-07-14,95509,87212,Bar,1
2017-11-20,85538,47613,Bar,3
2017-01-29,20752,11138,Kreditkarte,2
2017-02-19,66020,86205,Bar,2
2017-02-05,5217,18541,Kreditkarte,3
2017-05-05,55088,85702,Kreditkarte,3
2017-12-02,66186,85156,paypal,1
2017-12-08,52659,65762,Kreditkarte,1
2017-09-27,59414,85702,Bar,3
2017-06-19,94086,19920,paypal,2
2017-09-13,64191,88698,Kreditkarte,3
2017-08-19,99358,13013,paypal,1
2017-03-09,63658,53216,paypal,1
2017-04-19,79814,57590,Bar,3
2017-10-31,24904,62077,Bar,3
2017-03-26,21349,72230,paypal,2
2017-11-26,75100,85156,Kreditkarte,3
2017-02-27,4426,82560,paypal,1
2017-07-01,27951,61070,Bar,2
2017-01-08,88936,96506,Bar,3
2017-07-09,80882,79954,Kreditkarte,2
2017-04-13,78074,81136,Bar,2
2017-07-30,85998,8081,Kreditkarte,3
2017-05-09,77950,22826,Kreditkarte,2
2017-09-22,8723,61070,paypal,3
2017-12-27,26509,16105,Bar,2
2017-07-24,34540,27578,Kreditkarte,2
2017-12-24,60546,48174,paypal,3
2017-04-27,96000,29656,Bar,3
2017-11-18,49673,47613,Kreditkarte,2
2017-01-03,86158,51943,Bar,1
2017-02-23,41016,75593,Bar,3
2017-01-13,60516,41910,paypal,2
2017-10-31,79196,87212,Bar,1
2017-04-25,15309,48174,Bar,3
2017-08-02,48569,88744,Bar,2
2017-04-07,10661,34082,Kreditkarte,1
2017-12-29,44031,38582,Bar,2
2017-02-23,48458,91230,paypal,2
2017-09-29,7941,54910,Kreditkarte,1
2017-05-13,21592,14289,paypal,1
2017-09-03,92404,28088,Kreditkarte,1
2017-01-26,93064,19920,Kreditkarte,1
2017-08-02,91559,55593,paypal,2
2017-06-09,7096,75593,Bar,1
2017-07-30,66020,42029,Bar,2
2017-10-09,27951,16224,paypal,1
2017-05-03,75935,72114,Bar,2
2017-01-16,2444,57590,paypal,1
2017-10-02,17195,48174,Bar,3
2017-10-26,80362,61070,Bar,1
2017-11-21,54828,13013,paypal,1
2017-06-04,85517,14289,Bar,1
2017-04-16,55088,18233,Kreditkarte,1
2017-07-21,17457,17731,paypal,1
2017-04-20,3406,50304,Kreditkarte,2
2017-02-11,49673,87000,Bar,1
2017-08-31,80281,40784,paypal,2
2017-02-03,33065,88744,Kreditkarte,2
2017-09-02,22476,29656,paypal,1
2017-10-14,41106,9785,Kreditkarte,1
2017-09-14,99390,35165,Kreditkarte,1
2017-05-06,34203,9947,paypal,2
2017-04-30,44558,26358,Bar,1
2017-11-26,71333,50304,Kreditkarte,3
2017-01-12,60644,32738,Kreditkarte,1
2017-03-07,69361,35165,Bar,2
2017-09-12,63583,24221,paypal,1
2017-09-16,11628,62077,Kreditkarte,3
2017-04-29,69509,29552,Kreditkarte,2
2017-05-24,71595,10130,Bar,2
2017-11-09,44292,76290,Kreditkarte,1
2017-07-16,44558,7234,Bar,2
2017-10-21,54321,79954,Bar,1
2017-02-06,65050,42819,Bar,2
2017-11-26,56442,96506,paypal,3
2017-03-15,22611,85156,paypal,1
2017-09-16,91559,65762,Kreditkarte,1
2017-01-22,45565,2002,Bar,1
2017-04-07,73309,37524,Bar,2
2017-03-01,72893,85702,Bar,3
2017-12-08,62181,39548,Bar,2
2017-04-25,55088,42819,paypal,2
2017-04-19,23580,14099,Bar,2
2017-10-21,95966,42819,Kreditkarte,1
2017-02-03,42247,42819,Kreditkarte,2
2017-05-14,43300,19920,Kreditkarte,1
2017-12-09,21324,87212,Kreditkarte,1
2017-12-05,55088,57590,paypal,1
2017-09-04,40153,51943,Kreditkarte,2
2017-02-25,23934,44726,paypal,1
2017-03-30,36028,50304,Bar,2
2017-04-11,52446,79954,Bar,1
2017-06-18,68289,91230,Bar,3
2017-04-04,23580,42029,Bar,1
2017-03-17,33065,7234,Bar,3
2017-08-01,17457,16224,Kreditkarte,3
2017-06-19,73390,99445,Kreditkarte,1
2017-03-28,2444,86205,paypal,2
2017-07-17,53031,32310,Bar,1
2017-04-28,75333,14289,Kreditkarte,2
2017-09-13,75057,29656,Kreditkarte,2
2017-03-01,58860,76290,paypal,1
2017-08-12,63583,99445,Bar,3
2017-04-13,56442,34719,paypal,2
2017-02-26,39894,27410,Bar,1
2017-08-19,99956,37524,paypal,1
2017-10-27,93266,13013,Kreditkarte,2
2017-09-29,20752,75593,Kreditkarte,2
2017-01-02,64577,55593,Kreditkarte,2
2017-07-10,44429,55593,paypal,1
2017-07-26,14042,43107,paypal,2
2017-05-03,16432,34719,Kreditkarte,1
2017-08-25,93266,86064,Kreditkarte,2
2017-10-18,66186,85931,Bar,3
2017-04-04,67004,41910,paypal,2
2017-05-11,15410,9785,Bar,2
2017-07-30,51913,64983,Bar,1
2017-10-09,4182,8632,paypal,3
2017-05-30,34540,39548,paypal,1
2017-03-18,9052,8403,Kreditkarte,1
2017-09-24,88936,22538,Kreditkarte,2
2017-01-19,5535,50304,paypal,1
2017-04-03,48640,35165,Bar,3
2017-04-01,10661,99445,Bar,3
2017-09-25,87513,99445,paypal,3
2017-02-13,71230,48174,paypal,1
2017-10-04,75851,57590,Kreditkarte,1
2017-12-29,8589,87000,Kreditkarte,3
2017-08-31,7941,79954,paypal,2
2017-03-27,87124,39548,paypal,2
2017-06-02,62408,88698,Kreditkarte,1
2017-07-12,22295,8081,paypal,1
2017-07-13,95864,75593,Kreditkarte,3
2017-06-25,1780,9456,paypal,1
2017-02-25,21534,2002,Bar,3
2017-10-28,2693,91230,paypal,1
2017-06-02,31065,25031,Kreditkarte,1
2017-05-15,1780,17731,Bar,3
2017-10-25,52446,15915,paypal,1
2017-03-21,58860,53216,Bar,1
2017-03-02,80362,39548,paypal,3
2017-08-18,48569,32128,paypal,3
2017-11-26,71595,29552,Kreditkarte,2
2017-09-14,66549,60230,Bar,1
2017-11-27,91519,28440,Bar,2
2017-05-02,63094,91230,paypal,2
2017-03-05,75871,96001,Kreditkarte,3
2017-04-01,80616,42819,Bar,1
2017-02-16,22611,37269,Kreditkarte,1
2017-08-14,50580,7234,Bar,2
2017-04-25,99735,96506,paypal,3
2017-02-08,2124,81136,Kreditkarte,3
2017-05-12,61896,24221,Kreditkarte,2
2017-08-17,52659,14289,Bar,3
2017-12-01,51121,39548,Bar,2
2017-08-08,81958,15918,Kreditkarte,2
2017-10-25,76125,32310,Bar,3
2017-04-27,82906,17731,Bar,3
2017-02-10,94086,7234,paypal,2
2017-09-17,62912,34413,Kreditkarte,2
2017-04-16,16925,87212,Bar,3
2017-11-29,86289,60974,Kreditkarte,2
2017-08-31,4426,22826,paypal,3
2017-06-30,14042,27410,Kreditkarte,3
2017-12-08,27599,2002,paypal,2
2017-08-16,66186,16105,Kreditkarte,3
2017-11-23,37096,72230,Bar,2
2017-02-24,60207,70159,paypal,2
2017-07-18,58067,81136,paypal,2
2017-04-06,57454,11138,Kreditkarte,1
2017-06-16,1981,72114,paypal,3
2017-01-31,41016,72230,paypal,3
2017-09-22,60207,76290,Kreditkarte,3
2017-12-30,22430,82560,Kreditkarte,2
2017-10-25,58860,72230,Bar,3
2017-12-28,75851,96506,Kreditkarte,3
2017-11-08,47160,9785,Kreditkarte,2
2017-08-07,34842,22826,Bar,3
2017-03-26,49235,81165,paypal,1
2017-12-29,85359,42819,Kreditkarte,1
2017-02-02,42251,93187,paypal,3
2017-03-26,21316,70159,Bar,1
2017-08-06,48570,60230,paypal,3
2017-09-21,54321,60974,paypal,3
2017-08-26,8589,10130,Bar,1
2017-08-27,17457,17731,Bar,1
2017-11-18,21349,76290,Kreditkarte,2
2017-01-01,22611,28440,paypal,2
2017-11-16,69509,78483,paypal,3
2017-01-13,94196,85931,Kreditkarte,2
2017-05-15,99993,79271,Bar,3
2017-03-27,58971,51943,paypal,2
2017-02-01,97073,27044,Bar,3
2017-06-02,68114,9072,Kreditkarte,2
2017-12-25,36028,51943,Kreditkarte,3
2017-10-18,89235,13013,paypal,3
2017-12-17,21592,17731,Kreditkarte,3
2017-09-11,78085,14099,Bar,2
2017-09-15,80882,96001,paypal,1
2017-02-09,56871,19920,Bar,2
2017-05-24,84761,17731,Kreditkarte,1
2017-01-25,19205,16105,Bar,2
2017-11-18,45202,8081,paypal,1
2017-01-21,17195,27044,paypal,2
2017-01-13,15410,19920,paypal,2
2017-06-27,7941,72230,paypal,1
2017-12-10,32764,79954,Bar,2
2017-08-03,58971,88744,Kreditkarte,3
2017-10-07,19475,34187,Kreditkarte,1
2017-12-16,89218,47613,Bar,2
2017-01-30,90685,37524,Bar,3
2017-07-22,52446,34082,paypal,3
2017-09-25,31314,18233,paypal,2
2017-08-11,73390,41910,Kreditkarte,3
2017-01-17,85461,25426,Bar,1
2017-12-18,58971,39369,Kreditkarte,1
2017-07-17,45565,40784,Kreditkarte,2
2017-05-04,40806,70159,paypal,1
2017-09-01,76168,51943,paypal,3
2017-12-03,65050,70159,paypal,3
2017-11-15,8589,39369,Kreditkarte,1
2017-08-20,55088,25426,Kreditkarte,3
2017-07-24,25049,82560,Kreditkarte,2
2017-07-25,76315,57590,Kreditkarte,2
2017-03-01,63583,72230,Kreditkarte,1
2017-09-01,41730,50304,paypal,1
2017-06-22,57203,7234,Kreditkarte,3
2017-06-07,92826,42819,paypal,2
2017-12-03,92826,16224,Bar,2
2017-01-08,40806,55593,paypal,3
2017-02-21,5330,91230,Kreditkarte,1
2017-03-12,27599,85156,Bar,1
2017-07-03,75100,89266,Bar,2
2017-02-12,48570,51943,Kreditkarte,1
2017-07-27,85359,61070,Bar,2
2017-11-12,76315,28440,Kreditkarte,2
2017-08-06,15464,15847,paypal,2
2017-02-15,95966,15918,Kreditkarte,2
2017-07-02,19189,53216,Bar,2
2017-11-14,31314,75593,paypal,3
2017-03-17,1981,15847,Kreditkarte,3
2017-01-14,22295,82560,paypal,1
2017-09-27,76125,28088,Kreditkarte,3
2017-10-11,68582,60230,Bar,2
2017-04-19,95116,10130,Bar,1
2017-08-05,63638,72230,Bar,1
2017-01-23,17195,51943,Bar,3
2017-01-26,67759,32738,paypal,1
2017-04-19,22184,27188,Kreditkarte,2
2017-07-07,55662,29552,Bar,2
2017-11-09,95864,18233,Kreditkarte,1
2017-04-20,26126,8403,Bar,2
2017-08-06,41417,75593,Bar,2
2017-11-01,84761,91230,Bar,3
2017-12-23,63638,27044,Bar,2
2017-06-27,75935,70159,paypal,1
2017-06-25,68927,39548,Bar,3
2017-06-15,3532,34719,paypal,2
2017-08-02,18804,15847,Kreditkarte,2
2017-02-28,22258,15915,Kreditkarte,2
2017-07-10,84761,9072,Kreditkarte,1
2017-06-21,26509,35165,Kreditkarte,3
2017-12-13,34301,62077,Kreditkarte,1
2017-01-22,86926,17731,Kreditkarte,3
2017-04-15,17195,70159,Bar,1
2017-10-28,79196,34082,Bar,1
2017-02-22,18804,44726,paypal,3
2017-09-07,18378,72114,Bar,1
2017-03-30,63658,37269,paypal,1
2017-08-26,94086,65762,Bar,1
2017-11-28,68927,91230,Kreditkarte,2
2017-06-21,5217,55596,Kreditkarte,1
2017-12-10,30789,81165,Bar,3
2017-04-19,93577,85156,Kreditkarte,1
2017-05-21,23580,86064,Bar,3
2017-06-28,28750,18233,Kreditkarte,3
2017-04-13,44448,14099,Bar,3
2017-02-15,60401,79271,Bar,1
2017-12-10,52446,86064,Kreditkarte,1
2017-02-14,75871,13013,paypal,2
2017-06-19,75057,32128,Bar,3
2017-07-03,51121,88744,Kreditkarte,2
2017-06-08,51913,14289,Bar,1
2017-02-07,85359,9947,paypal,1
2017-02-05,13386,47613,paypal,2
2017-06-12,43300,64983,paypal,2
2017-08-14,61822,9947,Bar,2
2017-09-23,15410,89266,Kreditkarte,1
2017-11-28,91519,28088,Bar,3
2017-04-25,2124,81136,Kreditkarte,3
2017-06-23,26509,25426,Bar,1
2017-01-19,92401,34082,Bar,3
2017-12-24,8967,32310,Bar,3
2017-08-08,62181,42029,Kreditkarte,3
2017-11-18,60307,51943,Bar,2
2017-06-28,79815,35165,Bar,3
2017-06-08,42783,22538,Kreditkarte,2
2017-10-27,2693,15847,paypal,1
2017-09-06,75333,9456,Kreditkarte,1
2017-09-17,75057,34719,Bar,2
2017-05-13,66020,27188,Bar,2
2017-02-05,1685,14289,paypal,3
2017-12-01,3819,9947,paypal,3
2017-08-02,61228,82560,Kreditkarte,2
2017-11-20,67728,34082,paypal,3
2017-01-09,19189,85931,Kreditkarte,1
2017-03-08,14042,18233,Kreditkarte,2
2017-06-08,49673,24221,paypal,3
2017-04-02,51121,85702,Bar,3
2017-02-10,74915,62077,paypal,3
2017-12-10,85445,37269,paypal,2
2017-09-23,22258,78483,paypal,3
2017-01-25,72893,55593,Bar,2
2017-05-09,48640,9785,Kreditkarte,3
2017-10-26,64191,34719,paypal,3
2017-09-12,34540,50304,paypal,3
2017-06-22,99358,57590,Kreditkarte,3
2017-07-18,5217,51943,Kreditkarte,3
2017-04-18,8723,55593,Bar,2
2017-04-05,25568,60230,Kreditkarte,2
2017-12-08,28750,18541,Bar,1
2017-10-15,78039,19920,Kreditkarte,3
2017-06-18,20905,9947,Bar,1
2017-08-23,97073,15918,Bar,1
2017-03-11,90536,72114,Bar,3
2017-04-22,28121,34187,paypal,3
2017-07-05,39198,19920,Bar,1
2017-03-10,23580,60230,Kreditkarte,1
2017-02-03,59365,85931,paypal,3
2017-09-21,76125,75775,Bar,3
2017-08-31,93064,18233,Bar,3
2017-05-02,60401,14099,Kreditkarte,1
2017-03-28,4426,13013,Kreditkarte,1
2017-07-18,85538,76290,Kreditkarte,3
2017-04-16,31066,60230,Bar,2
2017-11-23,61896,24221,paypal,3
2017-09-25,49235,55596,Kreditkarte,3
2017-08-08,40570,25426,Bar,1
2017-09-22,93266,13013,paypal,3
2017-10-02,26042,17731,Kreditkarte,2
2017-05-13,5535,48174,Kreditkarte,1
2017-12-02,31066,78483,Bar,1
2017-07-28,18500,85931,Bar,3
2017-10-25,86926,42819,Bar,2
2017-12-17,60516,27410,paypal,1
2017-02-19,44031,25426,Bar,3
2017-12-12,79196,34719,Bar,1
2017-11-04,41417,86064,Kreditkarte,3
2017-11-26,80845,39369,Bar,1
2017-11-18,90536,53216,paypal,1
2017-03-02,4783,2002,Kreditkarte,1
2017-06-12,76125,34187,Kreditkarte,2
2017-07-17,15309,60230,paypal,2
2017-02-07,19234,27410,Bar,2
2017-06-30,26042,27188,Kreditkarte,2
2017-10-22,95509,27410,Bar,1
2017-04-09,85538,87000,Bar,2
2017-06-06,95864,60974,Kreditkarte,3
2017-08-08,65617,32128,paypal,1
2017-06-14,26150,55596,Bar,3
2017-03-06,72825,64983,paypal,1
2017-02-13,22258,26358,Kreditkarte,2
2017-07-31,20752,18541,paypal,1
2017-01-13,82136,96506,paypal,2
2017-06-26,28047,27410,Bar,2
2017-12-28,69804,9785,Bar,2
2017-09-08,38397,75593,Bar,3
2017-10-08,7941,16105,Bar,1
2017-07-26,71230,55593,Bar,3
2017-08-13,28750,44726,paypal,1
2017-02-20,91559,42029,Kreditkarte,3
2017-06-09,79815,81165,Bar,3
2017-10-07,59265,34187,paypal,2
2017-01-27,17195,34719,Bar,1
2017-07-07,29633,86205,Kreditkarte,3
2017-01-01,9815,60974,Bar,3
2017-03-29,60290,86205,paypal,2
2017-03-22,16925,8632,paypal,1
2017-01-05,33065,34187,Kreditkarte,1
2017-02-14,25049,14289,Kreditkarte,1
2017-04-16,75935,9947,Bar,1
2017-06-02,20682,29552,Kreditkarte,1
2017-06-25,18345,82560,Kreditkarte,2
2017-03-21,69509,55596,paypal,1
2017-03-13,7096,70159,paypal,2
2017-03-20,16432,48174,Bar,2
2017-10-13,92404,78483,Kreditkarte,1
2017-01-05,18946,88744,Kreditkarte,2
2017-11-24,86289,57590,Kreditkarte,2
2017-04-21,38397,22826,Kreditkarte,3
2017-10-08,48570,25426,Bar,3
2017-09-03,94086,53216,Bar,3
2017-11-07,49673,34719,Bar,3
2017-03-23,34540,96506,paypal,3
2017-09-09,82918,37269,Kreditkarte,1
2017-12-13,99458,22538,Bar,3
2017-06-19,93558,41910,Bar,3
2017-05-29,60307,39548,Bar,2
2017-09-24,2124,88698,Kreditkarte,1
2017-11-08,89235,2002,paypal,2
2017-03-01,75851,34187,Bar,3
2017-07-27,15464,39369,Bar,3
2017-03-10,44292,42029,Kreditkarte,1
2017-10-04,56442,8632,Kreditkarte,1
2017-05-13,10253,13013,Bar,2
2017-03-20,47268,87212,paypal,1
2017-01-04,25049,35165,Bar,3
2017-02-08,51121,38582,Kreditkarte,2
2017-10-13,5330,32128,Kreditkarte,2
2017-11-05,88936,81136,paypal,3
2017-03-11,39198,38582,Kreditkarte,2
2017-01-31,58860,85702,Bar,2
2017-05-30,94086,78483,Bar,2
2017-12-22,61822,16105,Bar,2
2017-09-28,25568,96506,Kreditkarte,3
2017-01-12,70944,39369,Kreditkarte,1
2017-12-26,65050,88698,Kreditkarte,3
2017-01-08,58971,99445,Bar,3
2017-01-29,15464,99445,paypal,2
2017-06-13,89218,93187,paypal,1
2017-07-01,8723,2002,paypal,3
2017-10-16,71595,9456,Bar,3
2017-05-14,57203,53216,Kreditkarte,2
2017-11-24,95116,42029,Bar,3
2017-01-19,31065,28088,paypal,2
2017-12-11,79196,27410,Bar,3
2017-03-02,64191,8081,paypal,2
2017-09-07,4182,27188,Bar,3
2017-08-29,4182,22826,Kreditkarte,3
2017-05-26,80362,2002,Bar,3
2017-09-27,47268,15847,Kreditkarte,2
2017-09-22,40153,76290,paypal,2
2017-09-24,99993,38582,paypal,1
2017-11-28,27599,29552,paypal,2
2017-05-10,22258,55593,Bar,2
2017-01-01,5330,91230,Bar,3
2017-09-23,22611,86205,paypal,3
2017-05-06,7096,17731,Bar,2
2017-08-11,39894,9456,Bar,1
2017-02-25,93558,19920,paypal,1
2017-05-02,3912,88744,paypal,2
2017-07-10,1780,76290,Bar,3
2017-01-27,59461,42029,Bar,1
2017-02-18,61131,15915,Kreditkarte,1
2017-08-02,90685,17731,paypal,3
2017-10-24,73309,8081,paypal,1
2017-12-05,19234,96001,paypal,1
2017-03-13,21592,78483,Kreditkarte,2
2017-02-19,52446,91230,paypal,3
2017-01-31,16925,13013,Bar,1
2017-02-12,11628,34413,Bar,3
2017-10-23,20905,10130,Bar,2
2017-03-25,40570,28440,Kreditkarte,2
2017-02-19,56649,9456,paypal,2
2017-09-17,17195,34082,paypal,1
2017-10-01,71333,60230,Bar,3
2017-06-28,23580,10130,Bar,3
2017-07-07,65050,48174,paypal,3
2017-09-08,54828,44726,Bar,3
2017-07-13,25049,76290,Kreditkarte,1
2017-01-26,49673,37524,paypal,1
2017-10-11,95955,9072,Bar,1
2017-09-25,44292,35165,Kreditkarte,2
2017-08-31,76315,96506,paypal,1
2017-05-11,82136,85931,Bar,3
2017-08-31,82070,28088,Bar,1
2017-10-16,41106,7234,paypal,3
2017-02-07,91519,15847,Kreditkarte,3
2017-04-12,80616,9456,paypal,3
2017-08-13,82136,72114,Kreditkarte,1
2017-11-07,78085,41910,paypal,2
2017-08-07,29207,17731,Kreditkarte,2
2017-08-01,82070,34719,Kreditkarte,2
2017-12-10,54321,60974,Kreditkarte,1
2017-12-03,22476,37269,Bar,1
2017-09-22,23580,19920,paypal,2
2017-05-16,8626,28088,Kreditkarte,3
2017-05-11,76125,13013,Kreditkarte,3
2017-04-15,56442,34413,Bar,2
2017-07-20,67759,25426,Kreditkarte,2
2017-05-13,55088,18233,Kreditkarte,1
2017-04-24,15309,16224,paypal,2
2017-11-02,92401,62077,paypal,3
2017-10-08,5535,13013,paypal,2
2017-01-03,26150,70159,Kreditkarte,3
2017-07-27,86926,7234,paypal,1
2017-02-07,26126,43107,Bar,1
2017-07-10,60207,78934,Bar,2
2017-02-01,80281,25426,Kreditkarte,3
2017-09-22,73309,9947,paypal,1
2017-08-11,8723,38582,Bar,2
2017-03-10,37096,47613,Bar,2
2017-03-09,45565,22538,paypal,3
2017-09-29,67728,29552,Bar,2
2017-12-23,62710,42029,Bar,3
2017-03-28,90536,41910,paypal,3
2017-11-05,60546,22826,paypal,2
2017-12-09,90409,9785,Bar,2
2017-01-17,71333,55596,paypal,2
2017-05-22,41417,81136,paypal,2
2017-03-06,73826,75775,paypal,3
2017-05-18,1685,91230,Kreditkarte,3
2017-05-06,21349,8081,Bar,1
2017-01-04,61822,60974,Kreditkarte,3
2017-06-16,82696,32738,Bar,2
2017-10-21,62438,14289,paypal,3
2017-10-18,85359,37524,Bar,1
2017-04-07,99358,28440,Kreditkarte,1
2017-09-13,26797,85702,Bar,3
2017-09-10,20682,75775,Kreditkarte,2
2017-06-18,34301,18541,Kreditkarte,1
2017-11-16,40153,28088,Kreditkarte,3
2017-03-04,22430,96506,Bar,1
2017-08-10,95116,2002,paypal,2
2017-10-09,83689,60230,Kreditkarte,3
2017-11-08,25049,8632,paypal,1
2017-07-15,95955,43446,paypal,1
2017-06-27,81287,75593,Bar,1
2017-08-20,17460,43107,Bar,1
2017-11-23,87124,65762,Bar,3
2017-07-06,84761,32738,Kreditkarte,2
2017-05-15,93528,14289,paypal,3
2017-04-26,78085,85931,paypal,1
2017-02-12,9815,64983,paypal,3
2017-04-13,82136,26358,Bar,3
2017-03-08,99390,15847,paypal,3
2017-01-20,85998,15847,Bar,1
2017-04-25,56871,29552,paypal,1
2017-05-11,33154,60230,Kreditkarte,3
2017-05-13,27951,70159,Bar,1
2017-05-17,79785,7234,paypal,2
2017-05-18,15309,86205,paypal,2
2017-01-11,68114,24221,paypal,1
2017-05-27,59414,13013,Kreditkarte,3
2017-07-24,45565,39369,Bar,1
2017-11-09,76168,7234,Kreditkarte,3
2017-05-03,21324,55596,paypal,3
2017-10-23,86158,78483,Bar,1
2017-01-29,41106,99445,paypal,2
2017-01-22,19234,85702,Kreditkarte,2
2017-07-04,93528,17731,paypal,2
2017-08-10,48458,22538,paypal,2
2017-01-29,52837,13013,Kreditkarte,1
2017-05-16,49302,24221,Bar,2
2017-12-09,93064,8081,Bar,3
2017-12-26,99458,96001,Bar,3
2017-07-13,99993,39548,Kreditkarte,2
2017-08-30,71595,34413,Bar,2
2017-08-11,91519,78483,Kreditkarte,3
2017-02-04,47268,75775,paypal,3
2017-07-17,18500,57590,Kreditkarte,3
2017-09-01,64266,72230,paypal,1
2017-01-27,41106,48174,paypal,2
2017-11-14,69927,61070,paypal,1
2017-10-31,44429,25426,paypal,2
2017-06-23,52446,22538,Bar,2
2017-01-02,93558,55593,paypal,2
2017-11-17,95068,89266,Bar,1
2017-10-23,16432,60974,paypal,3
2017-10-16,16432,54910,paypal,2
2017-08-07,25568,62077,Kreditkarte,2
2017-08-05,18946,27410,paypal,3
2017-12-06,3532,15847,Bar,3
2017-10-31,7096,50304,Bar,2
2017-12-12,34301,10130,Bar,3
2017-05-24,62438,13013,Bar,2
2017-06-22,28121,14289,Bar,3
2017-07-10,76168,15847,Kreditkarte,3
2017-01-05,29770,91230,Bar,3
2017-12-07,62438,86064,paypal,2
2017-07-17,65617,22538,paypal,2
2017-01-11,63094,87000,Bar,2
2017-06-19,33065,57590,paypal,1
2017-02-03,20682,61070,Bar,3
2017-11-30,22184,8632,paypal,3
2017-04-25,19189,61070,paypal,3
2017-03-30,21324,16105,Bar,2
2017-01-31,44429,22826,Kreditkarte,3
2017-02-21,84761,27578,paypal,1
2017-06-28,59265,89266,paypal,2
2017-05-30,77950,87000,paypal,3
2017-02-06,4783,19920,Kreditkarte,1
2017-01-04,95116,18541,Kreditkarte,3
2017-05-09,44448,60974,Bar,2
2017-01-28,82918,19920,Bar,2
2017-01-21,76168,87000,Kreditkarte,2
2017-03-09,61131,85931,paypal,3
2017-12-22,64577,16105,Kreditkarte,3
2017-11-25,82918,11138,Kreditkarte,1
2017-07-27,98601,9456,Kreditkarte,3
2017-08-03,59089,42819,Bar,3
2017-07-23,75851,51943,Kreditkarte,3
2017-12-31,75851,85156,Bar,3
2017-04-16,80281,48174,paypal,3
2017-12-06,71333,27410,paypal,3
2017-07-15,84761,51943,Kreditkarte,2
2017-09-06,61515,70159,paypal,1
2017-03-26,28750,9785,paypal,2
2017-11-20,36028,85156,Bar,1
2017-03-01,99735,17731,paypal,3
2017-12-24,4182,17731,Kreditkarte,3
2017-12-03,93577,8081,Bar,3
2017-01-23,92135,42029,Kreditkarte,1
2017-08-15,60307,78934,paypal,2
2017-07-19,66020,26358,Kreditkarte,2
2017-09-09,17457,79954,Kreditkarte,3
2017-11-19,48569,78934,Bar,3
2017-08-20,66186,25031,Kreditkarte,1
2017-08-17,60207,82560,Bar,3
2017-01-26,28915,25031,Kreditkarte,2
2017-03-13,52837,26358,Bar,3
2017-05-22,11628,62077,Kreditkarte,3
2017-05-05,64577,27410,Kreditkarte,1
2017-11-07,22476,34082,Kreditkarte,1
2017-12-19,92826,2002,paypal,2
2017-04-04,62292,9072,Bar,2
2017-06-28,9052,53216,paypal,2
2017-07-23,52659,81165,Bar,1
2017-03-04,9052,85702,Bar,1
2017-03-13,72893,8081,Bar,2
2017-01-02,86158,78934,Kreditkarte,2
2017-08-09,54632,34082,Kreditkarte,1
2017-11-04,99358,60974,Bar,2
2017-10-13,42783,72230,paypal,3
2017-05-31,37096,22538,Bar,2
2017-03-18,98601,17731,Bar,1
2017-02-15,99390,55593,Bar,1
2017-05-13,44558,86205,Kreditkarte,3
2017-06-14,19216,18541,Kreditkarte,1
2017-10-31,20752,44726,paypal,3
2017-09-03,71595,44726,Bar,3
2017-01-08,19189,85702,Bar,1
2017-01-27,48569,55593,paypal,1
2017-12-24,80281,26358,Bar,1
2017-07-25,65617,88698,Kreditkarte,3
2017-09-21,56442,82560,Bar,1
2017-02-06,62413,96001,paypal,3
2017-10-29,99993,11138,Kreditkarte,3
2017-01-13,90685,24221,Bar,3
2017-02-03,90536,79271,Kreditkarte,1
2017-02-07,73826,42819,Kreditkarte,3
2017-12-04,69804,8403,Bar,1
2017-02-27,72825,39548,Kreditkarte,1
2017-04-23,34540,32310,Kreditkarte,2
2017-02-20,39198,76290,Bar,3
2017-06-19,52446,87212,Kreditkarte,3
2017-06-11,2444,15847,paypal,3
2017-08-19,74359,43446,Bar,1
2017-06-24,26042,43446,Kreditkarte,3
2017-02-05,5217,39548,Bar,1
2017-03-16,32219,88744,paypal,2
2017-07-02,31066,35165,Kreditkarte,3
2017-02-19,62181,87000,Kreditkarte,2
2017-04-06,8626,76290,Kreditkarte,1
2017-08-18,5217,50304,paypal,3
2017-02-07,68927,27410,Kreditkarte,3
2017-04-12,6933,24221,Bar,1
